peak	chr	start	end	length	pileup	neg.log10p	fold.enrichment	neg.log10.q	tag	d	i.chr	i.start	i.end	id	ensembl.id	strand	gene.type	rep3.match
nup153_broad_peak_19677	chr2	88347268	88348374	1107	20.38	686.116	353.593	422.025	GENE	0	chr2	88326724	88355248	KRCC1	ENSG00000172086	-	protein_coding	 
nup153_broad_peak_19731	chr2	91806034	91807780	1747	11.33	426.364	316.224	205.114	GENE	0	chr2	91777536	91809447	AC116050.1	ENSG00000233991	+	pseudogene	 
nup153_broad_peak_19731	chr2	91806034	91807780	1747	11.33	426.364	316.224	205.114	GENE	0	chr2	91805186	91847998	AC027612.6	ENSG00000143429	-	pseudogene	 
nup153_broad_peak_19833	chr2	99830730	99831819	1090	7.46	513.854	420.942	273.576	GENE	0	chr2	99757948	99939204	C2orf15	ENSG00000241962	+	protein_coding	 
nup153_broad_peak_19836	chr2	99919465	99920957	1493	9.15	471.208	37.969	241.108	GENE	0	chr2	99757948	99939204	C2orf15	ENSG00000241962	+	protein_coding	 
nup153_broad_peak_19836	chr2	99919465	99920957	1493	9.15	471.208	37.969	241.108	GENE	0	chr2	99900701	99921205	LYG1	ENSG00000144214	-	protein_coding	 
nup153_broad_peak_19890	chr2	103781379	103782726	1348	8.84	525.234	424.448	284.683	GENE	0	chr2	103726217	103792718	AC073987.1	ENSG00000229209	-	lincRNA	 
nup153_broad_peak_19902	chr2	104639674	104640788	1115	15.66	127.837	732.485	955.254	GENE	0	chr2	104490768	104694236	RP11-76I14.1	ENSG00000256637	+	lincRNA	 
nup153_broad_peak_20070	chr2	119711152	119712169	1018	6.68	435.379	382.023	207.921	GENE	0	chr2	119699742	119752236	MARCO	ENSG00000019169	+	protein_coding	 
nup153_broad_peak_20151	chr2	125625058	125626425	1368	10.12	70.923	515.255	439.653	GENE	0	chr2	124782864	125672864	CNTNAP5	ENSG00000155052	+	protein_coding	 
nup153_broad_peak_20243	chr2	131907191	131908352	1162	9.68	574.213	436.341	328.091	GENE	0	chr2	131862420	132111282	PLEKHB2	ENSG00000115762	+	protein_coding	 
nup153_broad_peak_20257	chr2	132966504	132968404	1901	9.93	548.229	421.403	304.323	GENE	0	chr2	132905164	133015542	ANKRD30BL	ENSG00000163046	-	protein_coding	R1_R2_R3_10kb
nup153_broad_peak_20259	chr2	132972342	132973384	1043	9.12	542.396	420.448	299.898	GENE	0	chr2	132905164	133015542	ANKRD30BL	ENSG00000163046	-	protein_coding	 
nup153_broad_peak_20261	chr2	132975517	132977354	1838	10.06	436.055	345.171	211.732	GENE	0	chr2	132905164	133015542	ANKRD30BL	ENSG00000163046	-	protein_coding	 
nup153_broad_peak_20263	chr2	132983815	132984975	1161	18.62	568.306	313.446	32.225	GENE	0	chr2	132905164	133015542	ANKRD30BL	ENSG00000163046	-	protein_coding	 
nup153_broad_peak_20267	chr2	132997000	133000437	3438	15.72	808.031	459.192	532.017	GENE	0	chr2	132905164	133015542	ANKRD30BL	ENSG00000163046	-	protein_coding	R1_R2_R3_10kb
nup153_broad_peak_20268	chr2	133001549	133005273	3725	16.11	689.567	393.489	430.108	GENE	0	chr2	132905164	133015542	ANKRD30BL	ENSG00000163046	-	protein_coding	 
nup153_broad_peak_20335	chr2	137621801	137623661	1861	10.97	54.796	387.767	30.754	GENE	0	chr2	137523115	138435287	THSD7B	ENSG00000144229	+	protein_coding	 
nup153_broad_peak_20337	chr2	137778858	137779890	1033	7.56	524.362	42.628	280.942	GENE	0	chr2	137523115	138435287	THSD7B	ENSG00000144229	+	protein_coding	 
nup153_broad_peak_20349	chr2	139257294	139258325	1032	16.86	614.511	35.856	36.064	GENE	0	chr2	139175854	139259268	AC097721.2	ENSG00000228043	-	lincRNA	 
nup153_broad_peak_20374	chr2	141517636	141518642	1007	11.37	901.927	615.813	609.165	GENE	0	chr2	140988992	142889270	LRP1B	ENSG00000168702	-	protein_coding	 
nup153_broad_peak_20383	chr2	142320834	142321954	1121	16.29	141.336	79.726	107.347	GENE	0	chr2	140988992	142889270	LRP1B	ENSG00000168702	-	protein_coding	 
nup153_broad_peak_20385	chr2	142333447	142334528	1082	12.45	982.467	614.026	69.492	GENE	0	chr2	140988992	142889270	LRP1B	ENSG00000168702	-	protein_coding	 
nup153_broad_peak_20443	chr2	148894883	148896550	1668	9.19	679.743	506.781	417.582	GENE	0	chr2	148778580	149275805	MBD5	ENSG00000204406	+	protein_coding	 
nup153_broad_peak_20488	chr2	152697259	152698604	1346	7.77	49.662	402.304	259.805	GENE	0	chr2	152689290	152955593	CACNB4	ENSG00000182389	-	protein_coding	 
nup153_broad_peak_20511	chr2	154780347	154781676	1330	9.88	499.839	388.587	263.065	GENE	0	chr2	154728426	155310361	GALNT13	ENSG00000144278	+	protein_coding	 
nup153_broad_peak_20557	chr2	159530039	159531131	1093	16.03	943.984	531.092	653.804	GENE	0	chr2	159313476	159539391	PKP4	ENSG00000144283	+	protein_coding	 
nup153_broad_peak_20557	chr2	159530039	159531131	1093	16.03	943.984	531.092	653.804	GENE	0	chr2	159514849	159591514	AC005042.4	ENSG00000204380	-	antisense	 
nup153_broad_peak_20562	chr2	159879887	159881600	1714	8.28	479.318	385.924	246.097	GENE	0	chr2	159825146	160089170	TANC1	ENSG00000115183	+	protein_coding	 
nup153_broad_peak_20565	chr2	160179464	160180636	1173	16.39	103.654	565.196	732.313	GENE	0	chr2	160175490	160473203	BAZ2B	ENSG00000123636	-	protein_coding	 
nup153_broad_peak_20589	chr2	162480850	162482127	1278	7.01	467.715	39.892	233.985	GENE	0	chr2	162280843	162841792	SLC4A10	ENSG00000144290	+	protein_coding	 
nup153_broad_peak_20598	chr2	164549368	164550475	1108	16.14	10.263	578.797	723.236	GENE	0	chr2	164449906	164592522	FIGN	ENSG00000182263	-	protein_coding	 
nup153_broad_peak_20607	chr2	166101393	166102424	1032	18.31	100.713	522.429	707.249	GENE	0	chr2	166095912	166248818	SCN2A	ENSG00000136531	+	protein_coding	 
nup153_broad_peak_20648	chr2	169763015	169765002	1988	14.16	574.601	358.394	328.573	GENE	0	chr2	169690642	169769881	SPC25	ENSG00000152253	-	protein_coding	 
nup153_broad_peak_20648	chr2	169763015	169765002	1988	14.16	574.601	358.394	328.573	GENE	0	chr2	169757750	169766505	G6PC2	ENSG00000152254	+	protein_coding	 
nup153_broad_peak_20653	chr2	169986360	169987412	1053	14.8	120.864	709.645	888.114	GENE	0	chr2	169983619	170219195	LRP2	ENSG00000081479	-	protein_coding	 
nup153_broad_peak_20655	chr2	170091294	170092337	1044	12.67	79.333	510.091	517.166	GENE	0	chr2	169983619	170219195	LRP2	ENSG00000081479	-	protein_coding	 
nup153_broad_peak_20773	chr2	178547402	178548404	1003	6.68	435.435	382.305	207.855	GENE	0	chr2	178487980	178973066	PDE11A	ENSG00000128655	-	protein_coding	 
nup153_broad_peak_20778	chr2	178996787	178997802	1016	13.97	115.317	696.176	838.514	GENE	0	chr2	178977151	179003738	RBM45	ENSG00000155636	+	protein_coding	 
nup153_broad_peak_20815	chr2	182378524	182379529	1006	14.98	13.511	795.152	101.732	GENE	0	chr2	182321929	182400914	ITGA4	ENSG00000115232	+	protein_coding	 
nup153_broad_peak_20839	chr2	183786847	183788073	1227	16.35	528.529	313.043	288.782	GENE	0	chr2	183773843	183903586	NCKAP1	ENSG00000061676	-	protein_coding	 
nup153_broad_peak_20844	chr2	184003822	184004922	1101	6.61	427.853	378.716	201.519	GENE	0	chr2	183982241	184026408	NUP35	ENSG00000163002	+	protein_coding	 
nup153_broad_peak_20910	chr2	190175780	190177678	1899	10.19	550.723	410.083	307.937	GENE	0	chr2	190175989	190176693	KRT18P19	ENSG00000213601	-	pseudogene	 
nup153_broad_peak_20910	chr2	190175780	190177678	1899	10.19	550.723	410.083	307.937	GENE	0	chr2	190176397	190176487	AC118063.1	ENSG00000266817	-	miRNA	 
nup153_broad_peak_20937	chr2	191974448	191975493	1046	12.11	822.063	545.976	540.177	GENE	0	chr2	191894302	192016322	STAT4	ENSG00000138378	-	protein_coding	 
nup153_broad_peak_20971	chr2	197230197	197231198	1002	8.38	594.482	467.047	340.546	GENE	0	chr2	197059094	197458416	HECW2	ENSG00000138411	-	protein_coding	 
nup153_broad_peak_20976	chr2	197314896	197316954	2059	8.97	575.616	446.163	329.213	GENE	0	chr2	197059094	197458416	HECW2	ENSG00000138411	-	protein_coding	 
nup153_broad_peak_21017	chr2	200266338	200267487	1150	8.3	534.972	420.666	292.711	GENE	0	chr2	200134223	200335989	SATB2	ENSG00000119042	-	protein_coding	 
nup153_broad_peak_21022	chr2	200645553	200647293	1741	7.28	4.276	363.754	205.507	GENE	0	chr2	200625267	200715896	FTCDNL1	ENSG00000226124	-	protein_coding	 
nup153_broad_peak_21041	chr2	202343031	202344133	1103	12.25	698.386	469.833	431.558	GENE	0	chr2	202252581	202345569	STRADB	ENSG00000082146	+	protein_coding	 
nup153_broad_peak_21138	chr2	208094706	208095744	1039	22.22	106.018	486.772	755.122	GENE	0	chr2	208051441	208100790	AC007879.2	ENSG00000234902	-	lincRNA	 
nup153_broad_peak_21205	chr2	213816741	213817805	1065	10.64	610.848	450.396	357.052	GENE	0	chr2	213446081	213886269	AC079610.1	ENSG00000273118	-	sense_overlapping	 
nup153_broad_peak_21206	chr2	213881158	213882203	1046	15.18	128.771	762.623	954.282	GENE	0	chr2	213446081	213886269	AC079610.1	ENSG00000273118	-	sense_overlapping	 
nup153_broad_peak_21206	chr2	213881158	213882203	1046	15.18	128.771	762.623	954.282	GENE	0	chr2	213864429	214017151	IKZF2	ENSG00000030419	-	protein_coding	 
nup153_broad_peak_21226	chr2	215738074	215739097	1024	10.28	49.763	377.509	26.373	GENE	0	chr2	215674953	215827998	AC072062.1	ENSG00000229267	+	antisense	 
nup153_broad_peak_21231	chr2	216245884	216247596	1713	9.47	49.974	377.644	264.855	GENE	0	chr2	216225163	216300895	FN1	ENSG00000115414	-	protein_coding	 
nup153_broad_peak_21238	chr2	216663261	216664463	1203	8.18	521.433	420.248	281.779	GENE	0	chr2	216476286	216708445	LINC00607	ENSG00000235770	-	lincRNA	 
nup153_broad_peak_21312	chr2	221358084	221359121	1038	9.71	617.878	456.754	367.181	GENE	0	chr2	221315400	221569286	AC067956.1	ENSG00000236451	+	lincRNA	 
nup153_broad_peak_21330	chr2	223094405	223095920	1516	8.22	58.774	458.986	335.707	GENE	0	chr2	223064607	223163715	PAX3	ENSG00000135903	-	protein_coding	 
nup153_broad_peak_21348	chr2	224062255	224063357	1103	11.84	616.902	421.249	365.416	GENE	0	chr2	223916532	224063117	KCNE4	ENSG00000152049	+	protein_coding	 
nup153_broad_peak_21785	chr20	7082619	7083706	1088	25.34	249.646	116.379	20.821	GENE	0	chr20	7050261	7127303	RP4-764O22.1	ENSG00000232271	+	lincRNA	 
nup153_broad_peak_21806	chr20	8753701	8754994	1294	7.64	520.524	429.807	278.988	GENE	0	chr20	8112824	8949003	PLCB1	ENSG00000182621	+	protein_coding	 
nup153_broad_peak_21897	chr20	16741187	16742206	1020	12.91	908.705	580.451	618.841	GENE	0	chr20	16729003	16750707	OTOR	ENSG00000125879	+	protein_coding	 
nup153_broad_peak_2246	chr1	164814121	164815190	1070	9.88	743.775	541.733	468.686	GENE	0	chr1	164524821	164868533	PBX1	ENSG00000185630	+	protein_coding	 
nup153_broad_peak_22822	chr21	18895883	18897160	1278	11.79	792.282	52.969	512.132	GENE	0	chr21	18884700	18965897	CXADR	ENSG00000154639	+	protein_coding	 
nup153_broad_peak_22826	chr21	19308775	19309888	1114	13.94	674.846	414.935	415.774	GENE	0	chr21	19273580	19639690	CHODL	ENSG00000154645	+	protein_coding	 
nup153_broad_peak_22835	chr21	20132037	20133098	1062	11.59	93.216	625.825	635.709	GENE	0	chr21	19933583	20132321	AL109763.2	ENSG00000224141	-	lincRNA	 
nup153_broad_peak_23216	chr22	16212161	16213429	1269	9.41	442.792	344.438	217.644	GENE	0	chr22	16199666	16231333	LA16c-83F12.6	ENSG00000225255	-	lincRNA	 
nup153_broad_peak_2348	chr1	171159666	171162224	2559	11.27	912.859	610.943	619.494	GENE	0	chr1	171154347	171181822	FMO2	ENSG00000094963	+	protein_coding	 
nup153_broad_peak_23890	chr3	831600	832706	1107	12.66	784.274	520.132	507.401	GENE	0	chr3	577914	887698	AC090044.1	ENSG00000224957	+	lincRNA	 
nup153_broad_peak_23918	chr3	3163495	3164500	1006	19.89	143.305	71.949	109.052	GENE	0	chr3	3111233	3168297	IL5RA	ENSG00000091181	-	protein_coding	 
nup153_broad_peak_23922	chr3	3576844	3577881	1038	12.23	726.938	487.115	457.654	GENE	0	chr3	3292371	3668980	AC026188.1	ENSG00000223727	-	lincRNA	 
nup153_broad_peak_23980	chr3	7717814	7719279	1466	8.11	583.484	45.325	329.816	GENE	0	chr3	6811688	7783215	GRM7	ENSG00000196277	+	protein_coding	 
nup153_broad_peak_23985	chr3	8154759	8155823	1065	9.24	621.771	462.706	365.471	GENE	0	chr3	7994492	8653610	LMCD1-AS1	ENSG00000227110	-	antisense	 
nup153_broad_peak_2404	chr1	174916993	174917996	1004	7.81	553.477	438.617	306.794	GENE	0	chr1	174128548	174964445	RABGAP1L	ENSG00000152061	+	protein_coding	 
nup153_broad_peak_2404	chr1	174916993	174917996	1004	7.81	553.477	438.617	306.794	GENE	0	chr1	174904084	174923398	RP1-102G20.5	ENSG00000229531	-	antisense	 
nup153_broad_peak_2413	chr1	175296646	175298188	1543	11.57	59.664	41.549	347.744	GENE	0	chr1	175276354	175304595	RP3-518E13.2	ENSG00000260990	+	antisense	 
nup153_broad_peak_2413	chr1	175296646	175298188	1543	11.57	59.664	41.549	347.744	GENE	0	chr1	175284330	175712906	TNR	ENSG00000116147	-	protein_coding	 
nup153_broad_peak_24146	chr3	18864598	18865709	1112	10.08	747.316	551.264	469.438	GENE	0	chr3	18486516	18959184	AC144521.1	ENSG00000228956	+	processed_transcript	 
nup153_broad_peak_24189	chr3	23361867	23363046	1180	9.56	714.882	524.107	445.503	GENE	0	chr3	23244511	23633284	UBE2E2	ENSG00000182247	+	protein_coding	 
nup153_broad_peak_24209	chr3	25042900	25043903	1004	15.29	703.597	440.759	439.312	GENE	0	chr3	24729410	25215796	AC133680.1	ENSG00000237838	+	lincRNA	 
nup153_broad_peak_2422	chr1	175883656	175884691	1036	14.97	108.203	633.052	768.746	GENE	0	chr1	175873898	175889649	RP11-318C24.2	ENSG00000227740	-	lincRNA	 
nup153_broad_peak_24239	chr3	27856621	27857636	1016	7.94	463.352	380.989	236.136	GENE	0	chr3	27844253	27932792	AC098973.2	ENSG00000225548	+	lincRNA	 
nup153_broad_peak_2448	chr1	178319432	178320478	1047	8.63	625.492	479.537	368.035	GENE	0	chr1	178062864	178448644	RASAL2	ENSG00000075391	+	protein_coding	 
nup153_broad_peak_24577	chr3	50723844	50725146	1303	11.53	498.485	354.553	263.021	GENE	0	chr3	50712672	51421629	DOCK3	ENSG00000088538	+	protein_coding	R1_R2_R3_10kb
nup153_broad_peak_24650	chr3	54619737	54620839	1103	8.83	60.263	473.303	351.583	GENE	0	chr3	54156574	55108584	CACNA2D3	ENSG00000157445	+	protein_coding	 
nup153_broad_peak_24653	chr3	54801175	54802301	1127	8.52	604.399	469.319	349.881	GENE	0	chr3	54156574	55108584	CACNA2D3	ENSG00000157445	+	protein_coding	 
nup153_broad_peak_24757	chr3	60113044	60114158	1115	9.73	677.428	497.376	411.601	GENE	0	chr3	59735036	61237133	FHIT	ENSG00000189283	-	protein_coding	 
nup153_broad_peak_24769	chr3	60666895	60667906	1012	9.52	450.192	357.269	224.144	GENE	0	chr3	59735036	61237133	FHIT	ENSG00000189283	-	protein_coding	 
nup153_broad_peak_24771	chr3	60832014	60833115	1102	11.84	87.351	595.948	582.501	GENE	0	chr3	59735036	61237133	FHIT	ENSG00000189283	-	protein_coding	 
nup153_broad_peak_24782	chr3	62170299	62171368	1070	10.78	765.511	536.121	492.399	GENE	0	chr3	61547243	62283288	PTPRG	ENSG00000144724	+	protein_coding	 
nup153_broad_peak_24788	chr3	62589294	62590410	1117	10.01	619.107	46.322	3.639	GENE	0	chr3	62384022	62861054	CADPS	ENSG00000163618	-	protein_coding	 
nup153_broad_peak_24824	chr3	64737747	64738812	1066	16.04	101.205	563.963	711.675	GENE	0	chr3	64670585	64997143	ADAMTS9-AS2	ENSG00000241684	+	antisense	 
nup153_broad_peak_24832	chr3	65340594	65341858	1265	7.59	450.318	382.004	221.906	GENE	0	chr3	65339200	66024509	MAGI1	ENSG00000151276	-	protein_coding	 
nup153_broad_peak_24880	chr3	68898308	68900150	1843	8.17	579.958	456.546	330.565	GENE	0	chr3	68780917	68981761	FAM19A4	ENSG00000163377	-	protein_coding	 
nup153_broad_peak_24890	chr3	69567867	69568920	1054	8.64	631.204	479.938	373.903	GENE	0	chr3	69219141	69591734	FRMD4B	ENSG00000114541	-	protein_coding	 
nup153_broad_peak_24904	chr3	71090032	71091045	1014	11.57	690.776	482.767	427.547	GENE	0	chr3	71003844	71633140	FOXP1	ENSG00000114861	-	protein_coding	 
nup153_broad_peak_25031	chr3	81314303	81315320	1018	13.89	742.481	465.487	4.761	GENE	0	chr3	81295730	81346496	RP11-520D19.2	ENSG00000241593	-	lincRNA	 
nup153_broad_peak_25253	chr3	106845088	106846135	1048	9.2	672.943	507.475	407.918	GENE	0	chr3	106555658	106959488	LINC00882	ENSG00000242759	-	lincRNA	 
nup153_broad_peak_25259	chr3	107638261	107639270	1010	8.38	46.123	373.383	231.456	GENE	0	chr3	107602095	107647754	LINC00636	ENSG00000240423	+	lincRNA	 
nup153_broad_peak_25278	chr3	109177936	109178960	1025	11.89	625.359	438.228	371.266	GENE	0	chr3	109128837	109214014	RP11-702L6.4	ENSG00000228980	+	lincRNA	 
nup153_broad_peak_25294	chr3	111424339	111425357	1019	22.98	178.187	828.604	141.452	GENE	0	chr3	111393523	111565294	PLCXD2	ENSG00000240891	+	protein_coding	 
nup153_broad_peak_25301	chr3	111891804	111892862	1059	17.8	131.292	710.645	981.713	GENE	0	chr3	111859734	112013105	SLC9C1	ENSG00000172139	-	protein_coding	 
nup153_broad_peak_25303	chr3	111977251	111978268	1018	8.23	590.172	459.375	336.207	GENE	0	chr3	111859734	112013105	SLC9C1	ENSG00000172139	-	protein_coding	 
nup153_broad_peak_25332	chr3	113847027	113848168	1142	6.78	449.143	38.703	22.054	GENE	0	chr3	113847499	113918254	DRD3	ENSG00000151577	-	protein_coding	 
nup153_broad_peak_25339	chr3	114305534	114306675	1142	9.71	525.911	393.568	287.802	GENE	0	chr3	114056941	114866118	ZBTB20	ENSG00000181722	-	protein_coding	 
nup153_broad_peak_25373	chr3	118982384	118983428	1045	14.07	119.412	723.116	874.814	GENE	0	chr3	118945333	119009513	B4GALT4-AS1	ENSG00000240254	+	antisense	 
nup153_broad_peak_25403	chr3	121161657	121163002	1346	17.43	767.631	412.872	497.165	GENE	0	chr3	121150278	121264853	POLQ	ENSG00000051341	-	protein_coding	 
nup153_broad_peak_25564	chr3	131700100	131701107	1008	12.99	11.016	696.458	787.789	GENE	0	chr3	131252399	132004254	CPNE4	ENSG00000196353	-	protein_coding	 
nup153_broad_peak_25573	chr3	132391858	132392981	1124	9.88	751.784	541.717	477.777	GENE	0	chr3	132276986	132441303	NPHP3	ENSG00000113971	-	protein_coding	 
nup153_broad_peak_25573	chr3	132391858	132392981	1124	9.88	751.784	541.717	477.777	GENE	0	chr3	132373290	132396941	UBA5	ENSG00000081307	+	protein_coding	 
nup153_broad_peak_25576	chr3	132522796	132523828	1033	14.93	114.798	664.079	838.835	GENE	0	chr3	132440594	132593067	NPHP3-AS1	ENSG00000248724	+	antisense	 
nup153_broad_peak_25652	chr3	137727731	137729333	1603	7.91	561.803	443.619	31.293	GENE	0	chr3	137717577	137752494	CLDN18	ENSG00000066405	+	protein_coding	 
nup153_broad_peak_25653	chr3	137785127	137786282	1156	17.86	101.482	556.155	716.787	GENE	0	chr3	137780832	137834660	DZIP1L	ENSG00000158163	-	protein_coding	 
nup153_broad_peak_25744	chr3	145869039	145870530	1492	8.98	524.703	40.462	284.085	GENE	0	chr3	145787227	145881440	PLOD2	ENSG00000152952	-	protein_coding	 
nup153_broad_peak_25751	chr3	147128238	147129294	1057	12.87	611.548	404.169	358.965	GENE	0	chr3	147111209	147228080	ZIC1	ENSG00000152977	+	protein_coding	 
nup153_broad_peak_25766	chr3	148774446	148775554	1109	10.96	457.095	338.138	22.875	GENE	0	chr3	148747914	148804341	HLTF	ENSG00000071794	-	protein_coding	 
nup153_broad_peak_25782	chr3	149690692	149691812	1121	19.64	181.363	913.485	145.941	GENE	0	chr3	149682691	149768575	PFN2	ENSG00000070087	-	protein_coding	 
nup153_broad_peak_25788	chr3	149957807	149959370	1564	7.86	436.844	360.898	213.272	GENE	0	chr3	149956306	149957996	RP11-167H9.6	ENSG00000244541	+	lincRNA	 
nup153_broad_peak_25844	chr3	153376819	153377867	1049	28.14	196.858	804.715	158.779	GENE	0	chr3	153102723	153697975	RP11-23D24.2	ENSG00000238755	-	processed_transcript	 
nup153_broad_peak_25861	chr3	155218815	155219941	1127	11.56	930.494	625.004	635.156	GENE	0	chr3	155093369	155462856	PLCH1	ENSG00000114805	-	protein_coding	 
nup153_broad_peak_25911	chr3	158689885	158690922	1038	11.83	962.146	638.796	663.235	GENE	0	chr3	158680024	159615155	IQCJ-SCHIP1	ENSG00000250588	+	protein_coding	 
nup153_broad_peak_25911	chr3	158689885	158690922	1038	11.83	962.146	638.796	663.235	GENE	0	chr3	158680717	158984096	IQCJ	ENSG00000214216	+	protein_coding	 
nup153_broad_peak_25940	chr3	160577293	160578342	1050	7.25	478.618	401.962	243.503	GENE	0	chr3	160473390	160796695	PPM1L	ENSG00000163590	+	protein_coding	 
nup153_broad_peak_25989	chr3	168020097	168021168	1072	15.37	138.805	815.006	10.465	GENE	0	chr3	167967310	168548387	EGFEM1P	ENSG00000206120	+	pseudogene	 
nup153_broad_peak_26044	chr3	172103759	172105674	1916	11.38	553.487	399.284	308.806	GENE	0	chr3	171757418	172119455	FNDC3B	ENSG00000075420	+	protein_coding	 
nup153_broad_peak_26066	chr3	174598250	174599270	1021	15.53	139.527	822.531	105.483	GENE	0	chr3	174156363	175523428	NAALADL2	ENSG00000177694	+	protein_coding	 
nup153_broad_peak_26070	chr3	175010392	175011408	1017	7.2	44.463	377.055	216.809	GENE	0	chr3	174156363	175523428	NAALADL2	ENSG00000177694	+	protein_coding	 
nup153_broad_peak_26091	chr3	177246145	177247154	1010	9.85	590.247	443.874	340.941	GENE	0	chr3	177159709	177470093	LINC00578	ENSG00000228221	+	lincRNA	 
nup153_broad_peak_26145	chr3	180498274	180499287	1014	10.31	787.136	562.676	507.551	GENE	0	chr3	180320646	180588793	CCDC39	ENSG00000145075	-	protein_coding	 
nup153_broad_peak_26222	chr3	184987858	184989075	1218	11.26	749.551	505.322	479.671	GENE	0	chr3	184908412	184999778	EHHADH	ENSG00000113790	-	protein_coding	 
